reviewSequence,questionId,unitId,skillSlot,skillId,skillTitle,questionType,difficulty,primaryText,choicesJson,answerIndex,figureId,initialVerdict,reviewNote,autoFlags,directRendererDefectCount,allRendererDefectCount,contentSha256,contentAuthority
3817,u19-s017-v009,u19,s017,two-tangent-segments,切線段相等,mc,advanced,PA、PB 為同一圓外點的切線段，∠APB=60°，且 PA=10。△PAB 的周長為何？,"[""20"", ""30"", ""10+10√3"", ""20+10√3""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,bed48358868aadb01aa3a4f7c47a052c704622823a5031f3203c603bf22570d3,CHATGPT_HUMAN_AUTHORED_R1
3818,u19-s017-v010,u19,s017,two-tangent-segments,切線段相等,mc,literacy,從同一觀景點 P 向圓形湖岸作兩條最短直線步道，分別在 A、B 處相切。若 PA=35 m，PB 為何？,"[""17.5 m"", ""70 m"", ""視湖半徑而定"", ""35 m""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,f214cbce7ebdcc353ddfc4f70af03c28bc1e6ce5e4661fe419df06ec2b38b777,CHATGPT_HUMAN_AUTHORED_R1
3819,u19-s017-v011,u19,s017,two-tangent-segments,切線段相等,mc,literacy,圓形展區外一個入口 P 分出兩條切線走道到 A、B。若兩走道總長 48 m，每條多長？,"[""24 m"", ""12 m"", ""48 m"", ""96 m""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,b86c34a8727010da0ca8bd2527cb56f2a1e54b2bb8e3b7d4a1edc910560ee4b5,CHATGPT_HUMAN_AUTHORED_R1
3820,u19-s017-v012,u19,s017,two-tangent-segments,切線段相等,mc,literacy,圓形廣告牌外點 P 拉兩條支索至切點 A、B。若 PA=4x−2、PB=2x+8 公尺，應選 x 為何才能使兩支索皆相切於同一圓？,"[""3"", ""4"", ""5"", ""6""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,f738c533c7075408dfb3d1fb77155f60742ce47cc4c59cf646017b783c3c43ba,CHATGPT_HUMAN_AUTHORED_R1
3821,u19-s017-cr001,u19,s017,two-tangent-segments,切線段相等,cr,advanced,P 為圓外點，PA、PB 為切線段。已知 PA=x²−4、PB=3x+2，且兩段長度為正。求 x 與共同長度。,[],,u19-s017-fig001,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,ANY_RENDERER_DEFECT,0,5,4ffe77a75eadabd2ed7a483ec10c6af3855e503e6003b21edaf4a236deb10726,CHATGPT_HUMAN_AUTHORED_R1
3822,u19-s017-cr002,u19,s017,two-tangent-segments,切線段相等,cr,standard,從外點 P 向圓作兩切線 PA、PB，PA=13 cm，AB=10 cm。求 △PAB 周長；若由P到圓心的直線平分∠APB，說明此對稱與等切線段的關係。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,72d63296468be627b2de6f754e1931a7b09f9f543c896b3e91c505a5aa06a379,CHATGPT_HUMAN_AUTHORED_R1
3823,u19-s018-v001,u19,s018,circle-literacy,圓素養題,mc,basic,直徑 70 cm 的車輪無滑動轉 10 圈，前進距離為何？,"[""70π cm"", ""350π cm"", ""700π cm"", ""1400π cm""]",2,u19-s018-fig001,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8a86468a2822f5bedf81a49598669b768e4a74df487f0b70336c8017667dd3ee,CHATGPT_HUMAN_AUTHORED_R1
3824,u19-s018-v002,u19,s018,circle-literacy,圓素養題,mc,basic,一座半徑 6 m 的旋轉灑水器原可灑滿整圓，但牆面遮住連續 60° 的方向，其餘方向皆可灑到。理論可覆蓋面積為何？,"[""6π m²"", ""12π m²"", ""36π m²"", ""30π m²""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,6c89ebfd3ee25b45ed2b75b74651e4a1c020a9b5e3bafcaae0c57d1144995ac7,CHATGPT_HUMAN_AUTHORED_R1
3825,u19-s018-v003,u19,s018,circle-literacy,圓素養題,mc,basic,一座圓形花圃的直徑是 40 m。管理員沿花圃外緣巡查全周的 3/4，實際走了多長？,"[""30π m"", ""40π m"", ""20π m"", ""120π m""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,SLASH_IN_PROMPT,0,0,5ee79807dc832f479c755480d80e03876f1b323b95993b359878ae107c0271cc,CHATGPT_HUMAN_AUTHORED_R1
3826,u19-s018-v004,u19,s018,circle-literacy,圓素養題,mc,standard,圓形桌面直徑 1.2 m，桌布邊緣要比桌面半徑多出 0.1 m。桌布半徑為何？,"[""0.6 m"", ""0.7 m"", ""1.3 m"", ""1.4 m""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,e1b1afa719b86f0d74be857e177e426e5b05c011bdde75e25b45be66d217bb68,CHATGPT_HUMAN_AUTHORED_R1
3827,u19-s018-v005,u19,s018,circle-literacy,圓素養題,mc,standard,自行車輪半徑 35 cm，行進 22 m，取 π=22/7 且無滑動。輪子轉幾圈？,"[""10 圈"", ""5 圈"", ""20 圈"", ""22 圈""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,SLASH_IN_PROMPT,0,0,7b4331b8325f1585e6e95c9d583dbb281bd9222ad6c7a8326945b9d4fa5a4319,CHATGPT_HUMAN_AUTHORED_R1
3828,u19-s018-v006,u19,s018,circle-literacy,圓素養題,mc,standard,圓形噴水池半徑 4 m，外圍鋪寬 1 m 的環形步道。步道面積為何？,"[""π m²"", ""9π m²"", ""8π m²"", ""25π m²""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,22075fa4fd46f9fc48d48df5b0e22b1af715b3e47ff550280b7a2c832293b2a7,CHATGPT_HUMAN_AUTHORED_R1
3829,u19-s018-v007,u19,s018,circle-literacy,圓素養題,mc,advanced,一輛車輪直徑 60 cm，儀表顯示輪子轉 500 圈。實際因打滑只前進理論距離的 96%。取π=3.14，實際前進多少公尺？,"[""942 m"", ""90.432 m"", ""962.4 m"", ""904.32 m""]",3,u19-s018-fig001,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,d4dd3be56620c5505bbc262592b092e7eefc6ef5d101b5dbeaacd85eb0815731,CHATGPT_HUMAN_AUTHORED_R1
3830,u19-s018-v008,u19,s018,circle-literacy,圓素養題,mc,advanced,圓形廣場半徑 14 m，設計一條占 90° 的扇形舞台，再從舞台中挖去半徑 7 m、同中心的90°扇形。舞台剩餘面積為何？,"[""49π/4 m²"", ""147π/2 m²"", ""147π/4 m²"", ""196π m²""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,ANY_RENDERER_DEFECT,0,5,6949a936b5ce416c33ff443edf48db9a1e7f124cb2c9be016b34e970a8c80e91,CHATGPT_HUMAN_AUTHORED_R1
3831,u19-s018-v009,u19,s018,circle-literacy,圓素養題,mc,advanced,圓形警戒區半徑 10 km，一條航線到中心距離為 x+2 km。若航線不得進入警戒區但允許恰好相切，x 的範圍為何？,"[""x>8"", ""x≤8"", ""0≤x<8"", ""x≥8""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,e6c4f2d8b4062b9320ec0a942d2f914c08724e08319ea2984e8a6195617e225d,CHATGPT_HUMAN_AUTHORED_R1
3832,u19-s018-v010,u19,s018,circle-literacy,圓素養題,mc,literacy,圓形披薩直徑 30 cm，切成 6 個中心角相等的扇形。每片面積為何？,"[""15π cm²"", ""37.5π cm²"", ""75π cm²"", ""225π cm²""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,6910248a10b75abfc90c8ae3a5f8caee97a2860b754212ea070a70202a434722,CHATGPT_HUMAN_AUTHORED_R1
3833,u19-s018-v011,u19,s018,circle-literacy,圓素養題,mc,literacy,圓形花圃周長為 20π m，外圍再加寬 2 m 的步道。步道外緣周長為何？,"[""22π m"", ""40π m"", ""24π m"", ""48π m""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,c853c867682b910884f6211175f593be4fdb528eac10e102c4a49b6548e5b183,CHATGPT_HUMAN_AUTHORED_R1
3834,u19-s018-v012,u19,s018,circle-literacy,圓素養題,mc,literacy,圓形舞台半徑 8 m，中央旋轉燈掃過 225°。未掃過區域面積為何？,"[""24π m²"", ""16π m²"", ""40π m²"", ""64π m²""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,ANY_RENDERER_DEFECT,0,3,51bdb0115e72c98b6ea548d6c84bed5012a0963cf4747362c3aeeb6de1d087da,CHATGPT_HUMAN_AUTHORED_R1
3835,u19-s018-cr001,u19,s018,circle-literacy,圓素養題,cr,literacy,自行車輪直徑 70 cm，無滑動行進 1.1 km。取π=22/7，求輪子轉幾圈。,[],,u19-s018-fig001,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,SLASH_IN_PROMPT,0,0,db2fe774f1944fab01f62fb2bbec69bcb4ecf515184ff36200c26fd924a29a08,CHATGPT_HUMAN_AUTHORED_R1
3836,u19-s018-cr002,u19,s018,circle-literacy,圓素養題,cr,literacy,圓形廣場半徑 12 m，中央灑水器掃過 150°。未掃區域要鋪石材，每平方公尺 40 元，π取3.14。求未掃面積與費用。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,ANY_RENDERER_DEFECT,0,2,5678fd274b3dccb2f7b5c3d300c8b16b8474db53b43fceb45cce7da1e785ceaa,CHATGPT_HUMAN_AUTHORED_R1
3837,u20-s001-v001,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,mc,basic,,"[""已知條件"", ""待證結論"", ""證明理由"", ""輔助線""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,5fe610d54c3e48e8babe1e173cece446faa3a9a58eae62d00eccbb3b13399e7b,CHATGPT_HUMAN_AUTHORED_R1
3838,u20-s001-v002,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,mc,basic,,"[""已知條件"", ""待證結論"", ""圖形名稱"", ""計算結果""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,99740aa0fa2a0f05e0640fb8ee997f108ae24accfea64efa45f731ab27cef2e5,CHATGPT_HUMAN_AUTHORED_R1
3839,u20-s001-v003,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,mc,basic,,"[""圖畫看起來相等即可"", ""只要最後答案正確即可"", ""每一步都必須有可接受的理由"", ""證明可以省略已知條件""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,1d2c57743b8f8e4377fb2d1887c93ece2e4bddb5e1d52232877bd3d434c8e24b,CHATGPT_HUMAN_AUTHORED_R1
3840,u20-s001-v004,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,mc,standard,,"[""先假設結論成立，再把已知抄一次"", ""只寫圖形看起來對稱"", ""列出所有學過的定理但不連結"", ""由已知出發，逐步推出結論""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,c05e9c92f79d46a0929a48533d699e5ab74b114756d2dd2a586bbf8ff45b4316,CHATGPT_HUMAN_AUTHORED_R1
3841,u20-s001-v005,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,mc,standard,,"[""不能，因為圖形可能未按比例"", ""可以，尺量結果就是證明"", ""可以，只要誤差小於 1 毫米"", ""不能，因為線段永遠不能比較""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,fa85e3de9f35e247c7acb02480c8d2da173bf779a11e5957ae9650a642a2372d,CHATGPT_HUMAN_AUTHORED_R1
3842,u20-s001-v006,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,mc,standard,,"[""字數越多越好"", ""每行都必須有計算式"", ""已知、推論、理由、結論彼此對應"", ""一定要畫彩色圖""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,1495d7bcb3e2b4cba0dfc2c80a69788f3c270c7ace05466259f36f66f4e33604,CHATGPT_HUMAN_AUTHORED_R1
3843,u20-s001-v007,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,mc,advanced,,"[""定義"", ""論證缺口"", ""已知條件"", ""待證結論""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,39dcb407bf46b6bd3a4a53eda845f74dde1a52ff7a1c4c0029a7047e8c106490,CHATGPT_HUMAN_AUTHORED_R1
3844,u20-s001-v008,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,mc,advanced,,"[""反例"", ""直接證明"", ""分類討論"", ""循環論證""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,f6df04aa7228eb5d80e57f8cc467b5b10336f6f139eee805ee377e1dee826bfc,CHATGPT_HUMAN_AUTHORED_R1
3845,u20-s001-v009,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,mc,advanced,,"[""先量兩角大小"", ""先假設兩角相等"", ""先證明兩個三角形全等，再利用對應角相等"", ""只寫「顯然相等」""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,4b797ea251d0351bdef7d11cda546a284382417aa488a7773dcbf431b394b588,CHATGPT_HUMAN_AUTHORED_R1
3846,u20-s001-v010,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,mc,literacy,,"[""施工紀錄只提供近似檢查，仍需依設計條件推理"", ""施工紀錄完全等同數學證明"", ""只要兩次量測相同就必然等長"", ""設計圖與證明無關""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,afc837e30690312702d74b590efed89e176445c6c89173bb517a5df1764acc96,CHATGPT_HUMAN_AUTHORED_R1
3847,u20-s001-v011,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,mc,literacy,,"[""只要把字寫大一點"", ""改用不同顏色畫對角線"", ""刪除待證結論"", ""需要補上「對角線互相平分」如何推出兩組邊對應相等""]",3,fig-u20-proof-bridge-01,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,c293a52c2aa4470646a1c4c0d7f153b1216406747707dd4fb89b3e4c39649704,CHATGPT_HUMAN_AUTHORED_R1
3848,u20-s001-v012,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,mc,literacy,,"[""圖上看起來垂直就可直接使用"", ""圖示只能協助理解，正式判定仍以標記和文字條件為準"", ""只要比例尺正確就不需理由"", ""未畫出的關係一律不可能成立""]",1,fig-u20-proof-map-01,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,1f36f9ceb10143da6b74ec960527e230a11ee9af87773f37f2b21f56e4e7eba8,CHATGPT_HUMAN_AUTHORED_R1
3849,u20-s001-cr001,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,cr,standard,已知 △ABC 中 AB＝AC。請說明「已知條件」「待證結論」與「可接受理由」三者的差別，並寫出證明 ∠B＝∠C 的完整推理。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8f4647482222bd4ce927df5608b6bbb10119f927a4f78db7b0fd8383c421c667,CHATGPT_HUMAN_AUTHORED_R1
3850,u20-s001-cr002,u20,s001,geometry-proof-basic,幾何證明基本：從已知走到結論,cr,advanced,一位同學說：「圖上量得 AB、AC 都約 5.0 公分，所以已證明 AB＝AC。」請評估此論證，指出至少兩個問題，並提出一種可形成數學證明的補充條件。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8f4714bb0607d8ac78e5c02fab0e252ba3f297de31b1ce6fd84adb53bc185af8,CHATGPT_HUMAN_AUTHORED_R1
3851,u20-s002-v001,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,mc,basic,,"[""先猜結論"", ""先列已知與待證"", ""先量圖形"", ""先寫所有定理""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,ffb1d8a3eebea61f4f0fdd4ba35d61d08ef1717f0649614d2cfa17801ebfafbd,CHATGPT_HUMAN_AUTHORED_R1
3852,u20-s002-v002,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,mc,basic,,"[""只列理由不列敘述"", ""只寫結論"", ""敘述與理由成對排列"", ""把圖形放大""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,13c9f4ba29e8dacbff587528d19653dfffd2f0ba5664993c40da10df98f388e9,CHATGPT_HUMAN_AUTHORED_R1
3853,u20-s002-v003,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,mc,basic,,"[""中間關係可以省略"", ""先把最後結論當已知"", ""步驟順序任意"", ""先證明中間關係，再推出最後結論""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,c3a657d2a35bbd35b7b8f39f166d1ca0ec3e91483cae1b8332a8206d0989e06d,CHATGPT_HUMAN_AUTHORED_R1
3854,u20-s002-v004,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,mc,standard,,"[""③②①"", ""①②③"", ""②①③"", ""③①②""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,d0f10e4577e0334237ca59f61bced25c5b6790d169c307685bb724185528fda8,CHATGPT_HUMAN_AUTHORED_R1
3855,u20-s002-v005,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,mc,standard,,"[""先說 O 在垂直平分線上，再推出 OM＝ON"", ""先指出 OM＝ON，再用等距點在線段垂直平分線上"", ""只畫一條垂線"", ""直接宣告結論""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,fe3228b3e4cfa757ba63efa7e8eee328fb03f6c1320c202dbb358d7193a7b743,CHATGPT_HUMAN_AUTHORED_R1
3856,u20-s002-v006,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,mc,standard,,"[""先使用對應邊相等，再證全等"", ""只比較面積"", ""從待證邊相等反推全等"", ""先建立兩三角形全等，再使用對應邊相等""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8bba6e25d24cf5fcba22ad3074b601cc3f05684f2f8874663b3c2c71bb425cdc,CHATGPT_HUMAN_AUTHORED_R1
3857,u20-s002-v007,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,mc,advanced,,"[""步驟 1 不應寫已知"", ""步驟 3 應刪除"", ""步驟 2 缺少由平行線推出角相等的理由"", ""整份證明只能用計算""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,b0e07852550b71f8fe558022a57bef0adcc270f2bcd45107c9e2111bb748dca9,CHATGPT_HUMAN_AUTHORED_R1
3858,u20-s002-v008,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,mc,advanced,,"[""A→C→B→D"", ""A→B→C→D"", ""C→A→D→B"", ""D→B→A→C""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8267f3fbe1e11e65d18945cc60eaf1f1bc907b8cfc6f2cc66e003ee3291b8215,CHATGPT_HUMAN_AUTHORED_R1
3859,u20-s002-v009,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,mc,advanced,,"[""先假設三角形全等"", ""只使用公共邊"", ""先證明不相關的周長相等"", ""先由中點得到兩段相等，再結合公共邊與已知角""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,be5d209b648ad94ea4f73d0c073159fac7e1b1149a4b99eb7537185cac7fd19b,CHATGPT_HUMAN_AUTHORED_R1
3860,u20-s002-v010,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,mc,literacy,,"[""直接依照片外觀判斷"", ""先把圖例條件翻成幾何敘述，再安排證明鏈"", ""先寫結論再找數據"", ""只保留尺寸最大的一項""]",1,fig-u20-proof-ramp-01,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,0bb3cdcf41aa628165a23783aa31a7bf60c73b06452735d1f93a350e18c8e0d5,CHATGPT_HUMAN_AUTHORED_R1
3861,u20-s002-v011,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,mc,literacy,,"[""把『每段同長』轉為 AB＝BC＝CD，再逐段使用"", ""只看總長是否相同"", ""把所有點視為中點"", ""忽略分段順序""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,ead49d2a59dcbc5343b9b4e995d0199f334029e5ff6b3200b8817b51d2c5094e,CHATGPT_HUMAN_AUTHORED_R1
3862,u20-s002-v012,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,mc,literacy,,"[""只確認最後一句與標題相同"", ""只檢查圖是否漂亮"", ""先驗證標記代表的條件，再檢查每一步是否依賴前一步"", ""把不懂的步驟全部刪除""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,1b364d581f895d9f904a54355b27301795021f5314926dfd57c5b7ac08e843b0,CHATGPT_HUMAN_AUTHORED_R1
3863,u20-s002-cr001,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,cr,standard,已知 D 是 BC 的中點，AD⊥BC。請把下列目標「證明 △ADB≅△ADC」整理成按依賴順序排列的證明步驟，並在每一步後寫理由。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,c8ffef76246fb703e1189b235b0cc7cf457261da67ffb88041246439576710a0,CHATGPT_HUMAN_AUTHORED_R1
3864,u20-s002-cr002,u20,s002,geometry-proof-steps,證明步驟：安排有依賴關係的推理鏈,cr,advanced,四個句子如下：A. 得到 ∠1＝∠2；B. 由同位角相等判定 l∥m；C. 證明兩個三角形全等；D. 列出兩邊及夾角相等。請排列合理順序，並解釋每一個前一步如何支持下一步。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,dd9e059cb805d9f5f9d6eafdbc39a36df4f95c411a7f15f9775e3375ad4f7196,CHATGPT_HUMAN_AUTHORED_R1
3865,u20-s003-v001,u20,s003,geometry-proof-reason,理由選擇：讓每個推論精確對應,mc,basic,,"[""垂直線的定義"", ""平行線性質"", ""中點的定義"", ""三角形內角和""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,28945663a740245c44ac117ae6c10079ceeb4a7bc4b0862140a2a1dd9a135551,CHATGPT_HUMAN_AUTHORED_R1
3866,u20-s003-v002,u20,s003,geometry-proof-reason,理由選擇：讓每個推論精確對應,mc,basic,,"[""同位角相等"", ""等腰三角形底角相等"", ""直角都相等"", ""對頂角相等""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,ba91f4d21658ab73bc035a60f496f359b62ce90c4646578070d6b79c63064d71,CHATGPT_HUMAN_AUTHORED_R1
3867,u20-s003-v003,u20,s003,geometry-proof-reason,理由選擇：讓每個推論精確對應,mc,basic,,"[""公共邊"", ""中點定義"", ""平行線公設"", ""圓周角定理""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,ae38a1cc581251f45ab9e5c046374ec8d5943f87192c8413d608ed0bb3c8e31f,CHATGPT_HUMAN_AUTHORED_R1
3868,u20-s003-v004,u20,s003,geometry-proof-reason,理由選擇：讓每個推論精確對應,mc,standard,,"[""兩直線平行，同旁內角相等"", ""兩直線平行，內錯角相等"", ""對頂角相等"", ""等角的補角相等""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,1827b365e5a52cac46673efb08b555ee4623c8db07595527269f61946fc5a91e,CHATGPT_HUMAN_AUTHORED_R1
3869,u20-s003-v005,u20,s003,geometry-proof-reason,理由選擇：讓每個推論精確對應,mc,standard,,"[""三角形外角等於兩內對角和"", ""兩直線平行"", ""等腰三角形兩底角相等"", ""SSS 全等""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,6ea818f6b1337be7b98bcdf4a3952fece6f4416f8f424675b7cd28792d4f6661,CHATGPT_HUMAN_AUTHORED_R1
3870,u20-s003-v006,u20,s003,geometry-proof-reason,理由選擇：讓每個推論精確對應,mc,standard,,"[""SAS 全等判定"", ""AAA 全等判定"", ""SSA 全等判定"", ""兩三角形面積相等""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,a243b36c2934d0ae701a39f1004250208f1e89d19202fea49c7d2521e9691dba,CHATGPT_HUMAN_AUTHORED_R1
3871,u20-s003-v007,u20,s003,geometry-proof-reason,理由選擇：讓每個推論精確對應,mc,advanced,,"[""等量減異量，差相等"", ""乘法交換律即可"", ""圖形對稱"", ""等量加等量，其和相等""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,bdf5441d80f872428414c5838a4d61120ca088e11b020d0ca0537d1d4b974712,CHATGPT_HUMAN_AUTHORED_R1
3872,u20-s003-v008,u20,s003,geometry-proof-reason,理由選擇：讓每個推論精確對應,mc,advanced,,"[""全等三角形的面積不同"", ""全等三角形的對應邊相等"", ""相似三角形的對應邊必相等"", ""任意三角形同名邊相等""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,23e226147626251ca6b47a0395047e3d0d8c3602000199436372d287773dbe5e,CHATGPT_HUMAN_AUTHORED_R1
3873,u20-s003-v009,u20,s003,geometry-proof-reason,理由選擇：讓每個推論精確對應,mc,advanced,,"[""若兩角分別為同一角的餘角，則兩角相等"", ""兩角互為補角所以相等"", ""所有銳角都相等"", ""角度可以由圖形估計""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,35b1f6c57844bc968da5f651e4fa4c2b3e79ca117f47bfea20f3c42d865196ea,CHATGPT_HUMAN_AUTHORED_R1
3874,u20-s003-v010,u20,s003,geometry-proof-reason,理由選擇：讓每個推論精確對應,mc,literacy,,"[""以照片像素相同為依據"", ""以標線顏色相同為依據"", ""以共同基準量為依據進行代換"", ""以兩段看起來一樣長為依據""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8562228db02cb4fb60b60e1bd21397d2449dbc74726d76508852b7ac0abc09d0,CHATGPT_HUMAN_AUTHORED_R1
3875,u20-s003-v011,u20,s003,geometry-proof-reason,理由選擇：讓每個推論精確對應,mc,literacy,,"[""只憑兩條線在圖上方向相近"", ""由平行線同位角相等，再由等角判定另一組直線平行"", ""先假設所有道路互相平行"", ""使用三角形內角和但不建立三角形""]",1,fig-u20-proof-roads-01,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,3b42171af70c16d388d0262db8572104eaca279e16718105deefe9d90e16bc84,CHATGPT_HUMAN_AUTHORED_R1
3876,u20-s003-v012,u20,s003,geometry-proof-reason,理由選擇：讓每個推論精確對應,mc,literacy,,"[""只使用平均數公式而不說明點序"", ""以肉眼判斷位置居中"", ""因兩端點名稱對稱"", ""中點定義與線段加法""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,ab3035de9a5c58a89ed5baef275499d44b132ab901f531f0d45a1da1dd901a7b,CHATGPT_HUMAN_AUTHORED_R1
