authority_id,source_id,subject,official_code,raw_text,normalized_requirement,status,mapped_skill_ids,mapped_lecture_ids,mapped_question_ids,final_audit_record_id,notes
AUTH-SOCIAL-LC-CIV-DB-4-1,NAER-CURRICULUM-SOCIAL,civics|integrated_social,公Db-Ⅳ-1,個人的基本生活受到保障，和人性尊嚴及選擇自由有什麼關聯？,個人的基本生活受到保障，和人性尊嚴及選擇自由有什麼關聯？,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-06218;limits=none
AUTH-SOCIAL-LC-CIV-DB-4-2,NAER-CURRICULUM-SOCIAL,civics|integrated_social,公Db-Ⅳ-2,為什麼國家有責任促成個人基本生活的保障？,為什麼國家有責任促成個人基本生活的保障？,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-06221;limits=none
AUTH-SOCIAL-LC-CIV-DC-4-1,NAER-CURRICULUM-SOCIAL,civics|integrated_social,公Dc-Ⅳ-1,日常生活中，有哪些文化差異的例子？,日常生活中，有哪些文化差異的例子？,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-06233;limits=NAER-CURRICULUM-SOCIAL:6235
AUTH-SOCIAL-LC-CIV-DC-4-2,NAER-CURRICULUM-SOCIAL,civics|integrated_social,公Dc-Ⅳ-2,不同語言與文化之間在哪些情況下會產生位階和不平等的現象？為什麼？,不同語言與文化之間在哪些情況下會產生位階和不平等的現象？為什麼？,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-06237;limits=none
AUTH-SOCIAL-LC-CIV-DC-4-3,NAER-CURRICULUM-SOCIAL,civics|integrated_social,公Dc-Ⅳ-3,面對文化差異時，為什麼要互相尊重與包容？,面對文化差異時，為什麼要互相尊重與包容？,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-06240;limits=none
AUTH-SOCIAL-LC-CIV-DD-4-1,NAER-CURRICULUM-SOCIAL,civics|integrated_social,公Dd-Ⅳ-1,可以用哪些現象或議題來理解「全球化過程」？,可以用哪些現象或議題來理解「全球化過程」？,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-06254;limits=none
AUTH-SOCIAL-LC-CIV-DD-4-2,NAER-CURRICULUM-SOCIAL,civics|integrated_social,公Dd-Ⅳ-2,全球化帶來哪些影響？人們有哪些回應和評價？,全球化帶來哪些影響？人們有哪些回應和評價？,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-06257;limits=NAER-CURRICULUM-SOCIAL:6259
AUTH-SOCIAL-LC-CIV-DD-4-3,NAER-CURRICULUM-SOCIAL,civics|integrated_social,公Dd-Ⅳ-3,臺海兩岸關係對我國的國際參與有什麼影響？,臺海兩岸關係對我國的國際參與有什麼影響？,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-06260;limits=none
AUTH-SOCIAL-LC-CIV-DE-4-1,NAER-CURRICULUM-SOCIAL,civics|integrated_social,公De-Ⅳ-1,科技發展如何改變我們的日常生活？,科技發展如何改變我們的日常生活？,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-06276;limits=none
AUTH-SOCIAL-LC-CIV-DE-4-2,NAER-CURRICULUM-SOCIAL,civics|integrated_social,公De-Ⅳ-2,科技發展對中學生參與公共事務有什麼影響？,科技發展對中學生參與公共事務有什麼影響？,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-06279;limits=none
AUTH-SOCIAL-LC-GEO-AA-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Aa-Ⅳ-1,全球經緯度座標系統。,全球經緯度座標系統。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05258;limits=none
AUTH-SOCIAL-LC-GEO-AA-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Aa-Ⅳ-2,全球海陸分布。,全球海陸分布。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05258;limits=none
AUTH-SOCIAL-LC-GEO-AA-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Aa-Ⅳ-3,臺灣地理位置的特性及其影響。,臺灣地理位置的特性及其影響。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05258;limits=none
AUTH-SOCIAL-LC-GEO-AA-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Aa-Ⅳ-4,問題探究：臺灣和世界各地的關聯性。,問題探究：臺灣和世界各地的關聯性。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05258;limits=none
AUTH-SOCIAL-LC-GEO-AB-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ab-Ⅳ-1,地形與海岸的分類。,地形與海岸的分類。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05268;limits=none
AUTH-SOCIAL-LC-GEO-AB-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ab-Ⅳ-2,臺灣主要地形的分布與特色。,臺灣主要地形的分布與特色。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05268;limits=none
AUTH-SOCIAL-LC-GEO-AB-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ab-Ⅳ-3,臺灣的領海與經濟海域。,臺灣的領海與經濟海域。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05268;limits=none
AUTH-SOCIAL-LC-GEO-AB-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ab-Ⅳ-4,問題探究：土地利用或地形災害與環境倫理。,問題探究：土地利用或地形災害與環境倫理。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05268;limits=none
AUTH-SOCIAL-LC-GEO-AC-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ac-Ⅳ-1,天氣與氣候。,天氣與氣候。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05279;limits=none
AUTH-SOCIAL-LC-GEO-AC-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ac-Ⅳ-2,臺灣的氣候特色。,臺灣的氣候特色。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05279;limits=none
AUTH-SOCIAL-LC-GEO-AC-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ac-Ⅳ-3,臺灣的水資源分布。,臺灣的水資源分布。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05279;limits=none
AUTH-SOCIAL-LC-GEO-AC-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ac-Ⅳ-4,問題探究：颱風與生活。,問題探究：颱風與生活。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05279;limits=none
AUTH-SOCIAL-LC-GEO-AD-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ad-Ⅳ-1,臺灣的人口成長與分布。,臺灣的人口成長與分布。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05292;limits=none
AUTH-SOCIAL-LC-GEO-AD-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ad-Ⅳ-2,臺灣的人口組成。,臺灣的人口組成。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05292;limits=none
AUTH-SOCIAL-LC-GEO-AD-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ad-Ⅳ-3,多元族群的文化特色。,多元族群的文化特色。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05292;limits=none
AUTH-SOCIAL-LC-GEO-AD-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ad-Ⅳ-4,問題探究：臺灣人口問題與對策。,問題探究：臺灣人口問題與對策。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05292;limits=none
AUTH-SOCIAL-LC-GEO-AE-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ae-Ⅳ-1,臺灣農業經營的特色。,臺灣農業經營的特色。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05303;limits=none
AUTH-SOCIAL-LC-GEO-AE-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ae-Ⅳ-2,臺灣工業發展的特色。,臺灣工業發展的特色。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05303;limits=none
AUTH-SOCIAL-LC-GEO-AE-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ae-Ⅳ-3,臺灣的國際貿易與全球關連。,臺灣的國際貿易與全球關連。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05303;limits=none
AUTH-SOCIAL-LC-GEO-AE-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ae-Ⅳ-4,問題探究：產業活動的挑戰與調適。,問題探究：產業活動的挑戰與調適。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05303;limits=none
AUTH-SOCIAL-LC-GEO-AF-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Af-Ⅳ-1,聚落體系與交通網絡。,聚落體系與交通網絡。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05314;limits=none
AUTH-SOCIAL-LC-GEO-AF-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Af-Ⅳ-2,都市發展與都市化。,都市發展與都市化。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05314;limits=none
AUTH-SOCIAL-LC-GEO-AF-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Af-Ⅳ-3,臺灣的區域發展及其空間差異。,臺灣的區域發展及其空間差異。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05314;limits=none
AUTH-SOCIAL-LC-GEO-AF-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Af-Ⅳ-4,問題探究：原住民族文化、生活空間與生態保育政策。,問題探究：原住民族文化、生活空間與生態保育政策。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05314;limits=none
AUTH-SOCIAL-LC-GEO-BA-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ba-Ⅳ-1,自然環境的地區差異。,自然環境的地區差異。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05330;limits=none
AUTH-SOCIAL-LC-GEO-BA-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ba-Ⅳ-2,傳統維生方式與人口分布。,傳統維生方式與人口分布。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05330;limits=none
AUTH-SOCIAL-LC-GEO-BA-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ba-Ⅳ-3,人口成長、人口遷移與文化擴散。,人口成長、人口遷移與文化擴散。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05330;limits=none
AUTH-SOCIAL-LC-GEO-BB-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bb-Ⅳ-1,產業活動的轉型。,產業活動的轉型。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05340;limits=none
AUTH-SOCIAL-LC-GEO-BB-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bb-Ⅳ-2,經濟發展的地區差異。,經濟發展的地區差異。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05340;limits=none
AUTH-SOCIAL-LC-GEO-BB-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bb-Ⅳ-3,經濟發展與全球關連。,經濟發展與全球關連。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05340;limits=none
AUTH-SOCIAL-LC-GEO-BB-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bb-Ⅳ-4,問題探究：經濟發展與環境衝擊。,問題探究：經濟發展與環境衝擊。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05340;limits=none
AUTH-SOCIAL-LC-GEO-BC-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bc-Ⅳ-1,自然環境與資源。,自然環境與資源。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05350;limits=none
AUTH-SOCIAL-LC-GEO-BC-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bc-Ⅳ-2,全球氣候變遷的衝擊。,全球氣候變遷的衝擊。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05350;limits=none
AUTH-SOCIAL-LC-GEO-BC-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bc-Ⅳ-3,區域發展與戰略競合。,區域發展與戰略競合。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05350;limits=none
AUTH-SOCIAL-LC-GEO-BC-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bc-Ⅳ-4,問題探究：大洋洲與臺灣原住民族文化的連結。,問題探究：大洋洲與臺灣原住民族文化的連結。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05350;limits=none
AUTH-SOCIAL-LC-GEO-BD-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bd-Ⅳ-1,自然環境背景。,自然環境背景。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05363;limits=none
AUTH-SOCIAL-LC-GEO-BD-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bd-Ⅳ-2,產業與文化發展的特色。,產業與文化發展的特色。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05363;limits=none
AUTH-SOCIAL-LC-GEO-BD-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bd-Ⅳ-3,東北亞經濟發展的成就與挑戰。,東北亞經濟發展的成就與挑戰。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05363;limits=none
AUTH-SOCIAL-LC-GEO-BD-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bd-Ⅳ-4,問題探究：臺灣與東北亞的文化交流。,問題探究：臺灣與東北亞的文化交流。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05363;limits=none
AUTH-SOCIAL-LC-GEO-BE-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Be-Ⅳ-1,自然環境背景。,自然環境背景。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05373;limits=none
AUTH-SOCIAL-LC-GEO-BE-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Be-Ⅳ-2,多元文化的發展。,多元文化的發展。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05373;limits=none
AUTH-SOCIAL-LC-GEO-BE-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Be-Ⅳ-3,經濟發展與區域結盟。,經濟發展與區域結盟。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05373;limits=none
AUTH-SOCIAL-LC-GEO-BE-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Be-Ⅳ-4,問題探究：東南亞和南亞新興市場與臺灣產業發展的關聯。,問題探究：東南亞和南亞新興市場與臺灣產業發展的關聯。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05373;limits=none
AUTH-SOCIAL-LC-GEO-BF-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bf-Ⅳ-1,自然環境與資源。,自然環境與資源。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05383;limits=none
AUTH-SOCIAL-LC-GEO-BF-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bf-Ⅳ-2,伊斯蘭文化的發展與特色。,伊斯蘭文化的發展與特色。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05383;limits=none
AUTH-SOCIAL-LC-GEO-BF-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bf-Ⅳ-3,國際衝突的焦點。,國際衝突的焦點。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05383;limits=none
AUTH-SOCIAL-LC-GEO-BF-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bf-Ⅳ-4,問題探究：伊斯蘭文化與西方文化的互動。,問題探究：伊斯蘭文化與西方文化的互動。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05383;limits=none
AUTH-SOCIAL-LC-GEO-BG-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bg-Ⅳ-1,自然環境與資源。,自然環境與資源。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05396;limits=none
AUTH-SOCIAL-LC-GEO-BG-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bg-Ⅳ-2,漠南非洲的文化特色與影響。,漠南非洲的文化特色與影響。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05396;limits=none
AUTH-SOCIAL-LC-GEO-BG-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bg-Ⅳ-3,現代經濟的發展與挑戰。,現代經濟的發展與挑戰。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05396;limits=none
AUTH-SOCIAL-LC-GEO-BG-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bg-Ⅳ-4,問題探究：漠南非洲的公平貿易議題。,問題探究：漠南非洲的公平貿易議題。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05396;limits=none
AUTH-SOCIAL-LC-GEO-BH-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bh-Ⅳ-1,自然環境背景。,自然環境背景。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05407;limits=none
AUTH-SOCIAL-LC-GEO-BH-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bh-Ⅳ-2,產業活動的發展與文化特色。,產業活動的發展與文化特色。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05407;limits=none
AUTH-SOCIAL-LC-GEO-BH-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bh-Ⅳ-3,現代經濟的發展與區域結盟。,現代經濟的發展與區域結盟。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05407;limits=none
AUTH-SOCIAL-LC-GEO-BH-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bh-Ⅳ-4,問題探究：歐洲發展綠能的原因與條件。,問題探究：歐洲發展綠能的原因與條件。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05407;limits=none
AUTH-SOCIAL-LC-GEO-BI-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bi-Ⅳ-1,自然環境背景。,自然環境背景。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05417;limits=none
AUTH-SOCIAL-LC-GEO-BI-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bi-Ⅳ-2,移民與產業活動的發展。,移民與產業活動的發展。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05417;limits=none
AUTH-SOCIAL-LC-GEO-BI-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bi-Ⅳ-3,經濟發展的區域差異。,經濟發展的區域差異。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05417;limits=none
AUTH-SOCIAL-LC-GEO-BI-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Bi-Ⅳ-4,問題探究：南美洲熱帶雨林的開發與保育。,問題探究：南美洲熱帶雨林的開發與保育。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05417;limits=none
AUTH-SOCIAL-LC-GEO-CA-4-1,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ca-Ⅳ-1,「臺灣」地名的由來與指涉範圍的演變。,「臺灣」地名的由來與指涉範圍的演變。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05431;limits=none
AUTH-SOCIAL-LC-GEO-CA-4-2,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ca-Ⅳ-2,鄉鎮市區（或縣市）地名的由來與變遷。,鄉鎮市區（或縣市）地名的由來與變遷。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05431;limits=none
AUTH-SOCIAL-LC-GEO-CA-4-3,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ca-Ⅳ-3,聚落地名的命名與環境、族群文化的關係。,聚落地名的命名與環境、族群文化的關係。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05431;limits=none
AUTH-SOCIAL-LC-GEO-CA-4-4,NAER-CURRICULUM-SOCIAL,geography|integrated_social,地Ca-Ⅳ-4,問題探究：地名和生產活動、產物命名等商品行銷的關係。,問題探究：地名和生產活動、產物命名等商品行銷的關係。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-social-choice;marker=none;appendix=NAER-CURRICULUM-SOCIAL-APPENDIX-BLOCK-05431;limits=none
